Country Name,Country Code,Series Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Algeria,DZA,Control of Corruption: Estimate,-0.552147269,-0.572699666,-0.521544516,-0.472966939,-0.613117993,-0.639462769,-0.673700511,-0.598896265,-0.658903956,-0.656169534,-0.666826963,-0.635961413,-0.638041079,-0.589308321,
Algeria,DZA,Current account balance (% of GDP),6.873619293,8.094953006,5.323711069,0.517147116,-3.877215884,-14.42054464,-14.49628776,-11.62176837,-8.689412962,-8.763735988,-11.03090954,-2.423263881,8.612490014,2.568070558,
Algeria,DZA,Current health expenditure (% of GDP),4.64001417,4.82567501,5.63657808,5.64542007,6.01485014,6.3343544,6.00079727,5.94846106,5.93238592,5.41731071,5.63831711,5.0110569,3.6230433,,
Algeria,DZA,External debt stocks (% of GNI),4.081511229,2.795025036,2.451810661,2.321637443,2.354839712,2.543648597,3.041857317,3.040682269,2.999358123,2.897610058,3.193518168,4.04120698,3.235007147,2.997554433,
Algeria,DZA,GDP growth (annual %),4.8,3.0,2.4,2.6,4.1,3.2,3.9,1.5,1.4,0.9,-5.0,3.8,3.6,4.1,
Algeria,DZA,GDP per capita (current US$),4912.785855,5916.313644,6033.648847,5979.60139,6094.693923,4685.059027,4424.98529,4554.66754,4577.210292,4468.453419,3743.541952,4160.559267,4961.552577,5364.02795,
Algeria,DZA,Government Effectiveness: Estimate,-0.39590171,-0.520578742,-0.447385341,-0.431544006,-0.33986479,-0.410829484,-0.464708805,-0.53702414,-0.488536388,-0.567920983,-0.573643208,-0.652745783,-0.513499498,-0.67013514,
Algeria,DZA,Government Effectiveness: Percentile Rank,41.14832687,37.91469193,40.75829315,40.28435898,41.34615326,36.66666794,35.23809433,31.4285717,35.23809433,32.8571434,31.90476227,28.5714283,32.54716873,27.35848999,
Algeria,DZA,Human capital index (HCI) (scale 0-1),0.531282902,,,,,,,0.523,0.531993926,,0.534556448,,,,
Algeria,DZA,"Inflation, consumer prices (annual %)",3.911061955,4.524211505,8.891450911,3.25423911,2.916926921,4.784447007,6.397694803,5.59111591,4.269990205,1.951768211,2.415130941,7.226063074,9.265515516,9.322173759,4.046114553
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,-1.259367585,-1.360560656,-1.325043321,-1.202371478,-1.190535188,-1.090786576,-1.099741936,-0.919614315,-0.842107713,-1.055853844,-0.847820401,-0.992457151,-0.650652349,-0.57788527,
Algeria,DZA,Regulatory Quality: Estimate,-1.104800701,-1.212379932,-1.320389032,-1.138440609,-1.30188942,-1.256905794,-1.241429925,-1.279498816,-1.346901417,-1.388313293,-1.355300307,-1.181962967,-1.063573241,-0.948087156,
Algeria,DZA,Research and development expenditure (% of GDP),,,,,,,,0.478650004,,,,,,,
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",9.96,9.96,10.97,9.82,10.207,11.206,10.202,,,,,,,,
Algeria,DZA,Voice and Accountability: Estimate,-1.022330761,-1.004121184,-0.906026602,-0.893428981,-0.813460827,-0.847631812,-0.861599445,-0.90311408,-0.99526304,-1.053460002,-1.088508606,-1.013778567,-1.011918902,-0.97988379,
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",1.293904675,1.177673291,0.660551954,0.736559065,0.628688968,-0.286832291,0.906300706,0.647902696,0.753576089,0.713947308,0.693816015,0.46672848,0.413487956,0.491067203,
Algeria,DZA,Total reserves (% of total external debt),2350.225287,3161.178384,3636.657525,3840.101162,3375.189509,3223.773497,2211.020486,1837.320525,1530.216959,1307.192192,1147.852233,761.7927584,1007.85098,1110.236304,
Algeria,DZA,Short-term debt (% of total reserves),1.043182085,0.596557089,0.600737124,0.659264489,1.059792726,1.210582776,1.644127346,1.999293413,2.654054432,3.153896532,3.000855274,2.84044022,2.427452205,2.355228783,
Algeria,DZA,Gross portfolio equity liabilities to GDP (%),,,,,,,,,,,,,,,
Algeria,DZA,Outstanding international private debt securities to GDP (%),,,,,,,,,,,,,,,
American Samoa,ASM,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,
American Samoa,ASM,Control of Corruption: Estimate,0.328756839,0.310445875,0.299411148,0.303002298,1.220693946,1.151729107,1.15941143,1.762287259,1.780649662,1.780229092,1.265453935,1.279687047,1.270272374,1.251356125,
American Samoa,ASM,Current account balance (% of GDP),,,,,,,,,,,,,,,
American Samoa,ASM,Current health expenditure (% of GDP),,,,,,,,,,,,,,,
American Samoa,ASM,External debt stocks (% of GNI),,,,,,,,,,,,,,,
American Samoa,ASM,GDP growth (annual %),0.299850075,0.0,-4.334828102,-2.5,1.762820513,3.149606299,-1.679389313,-6.98757764,2.671118531,-0.487804878,4.411764706,-0.782472613,1.735015773,,
American Samoa,ASM,GDP per capita (current US$),10375.17201,10383.45933,11745.48992,11813.5022,12026.33449,12727.41027,12843.33429,11863.68395,12552.05469,12886.13595,14489.25866,15236.16049,18017.45894,,
American Samoa,ASM,Government Effectiveness: Estimate,0.487727553,0.481366098,0.481229633,0.486766905,0.438561887,0.442817569,0.482561141,0.510476232,0.498675555,0.489976645,0.632649243,0.638740063,0.667629123,0.654167771,
American Samoa,ASM,Government Effectiveness: Percentile Rank,68.42105103,67.77251434,67.77251434,68.2464447,70.19230652,68.57142639,69.52381134,70.47618866,69.52381134,70.0,72.85713959,72.38095093,74.52830505,73.11320496,
American Samoa,ASM,Human capital index (HCI) (scale 0-1),,,,,,,,,,,,,,,
American Samoa,ASM,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,0.919146717,0.93399018,0.95299083,0.928985775,1.08068347,1.151678085,1.158555984,1.184323668,1.166297317,1.144933939,1.09020865,1.066840887,1.123173952,1.114221215,
American Samoa,ASM,Regulatory Quality: Estimate,0.39395842,0.386368304,0.358625293,0.362132907,0.177999645,0.151204303,0.12152876,-0.273731589,-0.306241989,-0.325278997,0.525310516,0.534613013,0.545899749,0.512013555,
American Samoa,ASM,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",9.2,,,,,,,,,,,,,,
American Samoa,ASM,Voice and Accountability: Estimate,0.988284409,1.009051681,1.025671721,1.004731417,,,,,,1.318547845,0.970990181,0.980956018,0.952084184,,
American Samoa,ASM,"Foreign direct investment, net inflows (% of GDP)",,,,,,,,,,,,,,,
American Samoa,ASM,Total reserves (% of total external debt),,,,,,,,,,,,,,,
American Samoa,ASM,Short-term debt (% of total reserves),,,,,,,,,,,,,,,
Andorra,AND,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,
Andorra,AND,Control of Corruption: Estimate,1.301772714,1.272298098,1.260530829,1.253580928,1.220693946,1.151729107,1.15941143,1.171781301,1.178940058,1.176189423,1.265453935,1.279687047,1.270272374,1.251356125,
Andorra,AND,Current account balance (% of GDP),,,,,,,,,,18.01047048,15.52643085,15.02180094,11.64344513,14.22132281,
Andorra,AND,Current health expenditure (% of GDP),7.67537737,7.62060833,6.71083689,6.79964209,6.77308035,6.91586447,6.90521765,7.07142639,7.37541723,7.323246,8.78673935,8.33450699,7.53678846,7.92821121,
Andorra,AND,External debt stocks (% of GNI),,,,,,,,,,,,,,,
Andorra,AND,GDP growth (annual %),-1.974958,-0.008069753,-4.974443719,-3.547596515,2.504465521,1.434140395,3.70967807,0.34607189,1.58876549,2.015547638,-11.18393994,8.28677879,9.564612256,2.58355481,
Andorra,AND,GDP per capita (current US$),42746.83095,46657.15612,41500.54358,42470.31612,44369.65969,38654.93472,40129.8192,40672.99433,42819.77458,41257.80458,37361.09007,42425.69968,42414.05901,46812.44845,
Andorra,AND,Government Effectiveness: Estimate,1.512716174,1.498924255,1.523346066,1.532495499,1.712165952,1.740735412,1.805405617,1.876946449,1.879219413,1.851920605,1.749241352,1.74892807,1.495260715,1.475438714,
Andorra,AND,Government Effectiveness: Percentile Rank,89.95215607,90.52132416,91.4691925,92.41706085,95.19230652,95.7142868,96.66666412,98.09523773,98.57142639,98.09523773,95.7142868,97.14286041,92.45282745,91.03773499,
Andorra,AND,Human capital index (HCI) (scale 0-1),,,,,,,,,,,,,,,
Andorra,AND,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,1.278272152,1.302488327,1.290351152,1.28392601,1.286593318,1.365985394,1.382750273,1.392889738,1.391248584,1.57736671,1.58867538,1.58125937,1.585988402,1.583465934,
Andorra,AND,Regulatory Quality: Estimate,1.389426827,1.611425281,1.561860085,1.558740973,0.880748272,0.898378432,0.860476732,1.200184584,1.187329054,1.221926212,1.335421324,1.359349608,1.398334026,1.350545764,
Andorra,AND,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,,,,,,,
Andorra,AND,Voice and Accountability: Estimate,1.324308395,1.360453367,1.433837652,1.406625032,1.165955663,1.19445467,1.176445723,1.161518812,1.047039151,1.108101845,1.085335255,1.032499909,1.106789112,0.996939778,
Andorra,AND,"Foreign direct investment, net inflows (% of GDP)",,,,,,,,,,,,,,,
Andorra,AND,Total reserves (% of total external debt),,,,,,,,,,,,,,,
Andorra,AND,Short-term debt (% of total reserves),,,,,,,,,,,,,,,
Andorra,AND,Gross portfolio equity liabilities to GDP (%),,,,,,,,,,,,,,,
Andorra,AND,Outstanding international private debt securities to GDP (%),,,,,,,,,,,,,,,
Angola,AGO,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,
Angola,AGO,Control of Corruption: Estimate,-1.332474947,-1.367469072,-1.302401423,-1.336971641,-1.458225965,-1.427726507,-1.483990431,-1.445171714,-1.199483871,-1.05461812,-0.935061216,-0.649475813,-0.612375736,-0.609920204,
Angola,AGO,Current account balance (% of GDP),8.957042175,11.70468355,10.80895744,6.154696197,-2.756200429,-11.35165551,-5.84742399,-0.858821844,9.317233974,7.246181247,1.797710856,12.62978006,11.26715328,4.933699785,
Angola,AGO,Current health expenditure (% of GDP),2.69509959,2.64560771,2.39574957,2.73282695,2.43412876,2.60579467,2.71314979,2.79383755,2.59482241,2.47518778,3.27488494,3.09277129,2.92737579,,
Angola,AGO,External debt stocks (% of GNI),35.39116131,33.96878333,30.74467961,35.31417081,35.96019823,56.78015518,114.8450947,84.94048327,84.28436258,96.59472679,148.1598993,108.1380961,62.72993712,74.3004618,
Angola,AGO,GDP growth (annual %),4.398375938,3.472053148,8.542107076,4.954613031,4.82255927,0.943571561,-2.580049644,-0.147212941,-1.316361689,-0.702272958,-5.638214717,1.199210521,3.044726524,1.00128936,
Angola,AGO,GDP per capita (current US$),3597.342932,4615.910598,5086.027401,5057.747878,5005.999741,3213.902611,1807.952941,2437.259712,2538.591391,2189.855714,1449.922867,1925.874661,2929.694455,2308.159767,
Angola,AGO,Government Effectiveness: Estimate,-1.138267756,-1.193231225,-0.988945425,-1.242886543,-1.056573868,-0.929087341,-0.971493542,-0.951988995,-1.005251646,-1.128489852,-1.257484555,-1.12635994,-1.026034236,-1.008909583,
Angola,AGO,Government Effectiveness: Percentile Rank,11.00478458,9.004739761,17.53554535,9.952606201,14.90384579,18.09523773,15.23809528,17.1428566,14.76190472,11.90476227,9.523809433,12.38095284,14.15094376,14.62264156,
Angola,AGO,Human capital index (HCI) (scale 0-1),,,,,,,,0.361,0.360190958,,0.36240539,,,,
Angola,AGO,"Inflation, consumer prices (annual %)",14.46965649,13.48246792,10.27790492,8.777814293,7.280387304,9.355972155,30.69441508,29.8444799,19.62893797,17.08095414,22.27153925,25.75429488,21.35529013,13.64410178,28.24049489
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,-0.226182342,-0.36923781,-0.389322549,-0.391233474,-0.333232045,-0.505385816,-0.321580082,-0.387895495,-0.347208589,-0.368411601,-0.599917889,-0.71048075,-0.630108535,-0.341505051,
Angola,AGO,Regulatory Quality: Estimate,-1.0602175,-1.107531548,-0.990437567,-1.041670442,-0.860683441,-0.863671422,-0.969250917,-1.045466542,-0.800683141,-0.833844543,-0.856853485,-0.670014679,-0.606698573,-0.761388183,
Angola,AGO,Research and development expenditure (% of GDP),,,,,,,0.03229,,,,,,,,
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",9.43,16.77,,,9.579,,,,,16.497,,15.799,14.124,,
Angola,AGO,Voice and Accountability: Estimate,-1.120525122,-1.125478387,-1.076246738,-1.113919139,-1.145323634,-1.177164912,-1.140327454,-1.095243454,-0.903594315,-0.793109953,-0.816005945,-0.859023571,-0.807577968,-0.737252414,
Angola,AGO,"Foreign direct investment, net inflows (% of GDP)",-3.8511115,-2.704873236,-1.143767779,-5.380130995,2.690005647,11.08133903,-0.340242829,-10.03837678,-8.125891109,-5.780813143,-3.848263987,-6.548542276,-6.320563843,-2.498839752,
Angola,AGO,Total reserves (% of total external debt),73.43997411,77.97032832,86.16479968,72.66605528,58.86278918,48.779569,41.21626875,29.71327907,24.93936515,26.22296905,21.07168673,21.91484308,22.59003536,24.44623283,
Angola,AGO,Short-term debt (% of total reserves),23.2113008,22.41760567,27.90647275,36.0037509,28.33641501,25.43249531,18.60372739,21.24358088,18.37544901,15.81469629,38.82273893,32.06585237,30.70434386,35.36624672,
Angola,AGO,Gross portfolio equity liabilities to GDP (%),,,,,,,,,,,,,,,
Angola,AGO,Outstanding international private debt securities to GDP (%),,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Control of Corruption: Estimate,1.301772714,1.272298098,1.260530829,1.253580928,0.634795427,0.64260906,0.645367682,0.197911337,0.236501798,0.239614844,0.239038527,0.231868863,0.310727566,0.326792687,
Antigua and Barbuda,ATG,Current account balance (% of GDP),-10.87468969,-5.096882204,-8.340186129,-8.781094062,-0.037893172,2.033553752,-2.38746823,-7.715473912,-13.99376605,-6.509417832,-15.57566326,-17.78994253,-15.61648088,-13.33181702,
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),5.37907028,5.44257212,5.47921467,5.50909233,5.87269926,5.27965546,5.12190151,4.87493944,4.85204983,4.40662289,5.72944784,4.99196768,5.7299943,,
Antigua and Barbuda,ATG,External debt stocks (% of GNI),,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,GDP growth (annual %),-7.840430063,-1.958721811,3.372835252,-0.600715512,2.211452513,1.445155299,4.099765539,2.463333366,6.953186092,3.10044515,-18.8803992,8.191718462,9.516395644,3.862012187,
Antigua and Barbuda,ATG,GDP per capita (current US$),15216.30984,14841.97096,15208.65697,15050.71228,15533.48313,16080.65805,16557.84317,16924.78945,18273.42707,18884.37297,15360.45442,17340.37907,20117.76533,21787.10173,
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,0.487727553,0.481366098,0.481229633,0.486766905,-0.070879743,0.183234006,0.217992216,-0.036111854,-0.053542044,-0.054800943,-0.204794809,-0.193900943,-0.160002664,0.38041082,
Antigua and Barbuda,ATG,Government Effectiveness: Percentile Rank,68.42105103,67.77251434,67.77251434,68.2464447,50.96154022,61.90476227,63.33333206,51.90476227,50.47618866,49.52381134,44.2857132,44.2857132,46.22641373,63.679245,
Antigua and Barbuda,ATG,Human capital index (HCI) (scale 0-1),,,,,,,,,0.57821697,,0.5957039,,,,
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",3.370025402,3.456749672,3.376880443,1.059497824,1.089441574,0.968993459,-0.489437796,2.43248789,1.207157934,1.431355982,0.625989707,2.062996385,7.531078346,5.067138654,
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,0.904999375,0.957588255,0.975788057,0.958863378,0.984550714,0.987564266,0.859249651,0.732060909,0.823102117,0.938079655,0.929578841,0.949669898,0.938082099,0.92339325,
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,0.642825544,0.631379724,0.599272251,0.601454556,0.529373944,0.355818599,0.328430951,0.237126812,0.401309967,0.470356703,0.497693717,0.374506027,0.289086968,0.54603678,
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (national estimate)",,,,,,,,,8.78,,,,,,
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,0.495849043,0.511174679,0.640056968,0.61894691,0.558705986,0.594934702,0.633536577,0.608409464,0.578873873,0.731440127,0.741594791,0.729783952,0.72455281,0.741840482,
Antigua and Barbuda,ATG,"Foreign direct investment, net inflows (% of GDP)",7.219115983,5.434249697,9.406409031,7.00796527,3.355244191,7.93074036,6.5404082,9.879596726,12.17751936,7.76123086,6.8317291,18.09806686,16.77274177,16.13011919,
Antigua and Barbuda,ATG,Total reserves (% of total external debt),,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Short-term debt (% of total reserves),,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Gross portfolio equity liabilities to GDP (%),,,,,,,0.4991646,1.365837,1.288505,0.7741723,0.6494345,0.5000507,0.3858068,0.360267,
Antigua and Barbuda,ATG,Outstanding international private debt securities to GDP (%),,,,,,,,,,,,,,,
Argentina,ARG,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,
Argentina,ARG,Control of Corruption: Estimate,-0.355230033,-0.364098519,-0.445909202,-0.434306711,-0.549791396,-0.581265271,-0.299235553,-0.309002459,-0.099273928,-0.107116245,-0.163570061,-0.422596842,-0.447221607,-0.360883951,
Argentina,ARG,Current account balance (% of GDP),-0.3831187,-1.007280841,-0.391595124,-2.377495666,-1.74400212,-2.962926665,-2.709221684,-4.839959218,-5.160552572,-0.779998448,0.696935361,1.361544222,-0.640820188,-3.243512548,
Argentina,ARG,Current health expenditure (% of GDP),9.44546413,9.41819859,9.82726669,9.78097916,9.67129993,10.22933674,9.85558891,10.23174763,10.29146862,10.1555109,10.45030594,10.03832245,9.86305332,,
Argentina,ARG,External debt stocks (% of GNI),30.94935673,27.74434636,26.23983927,27.80988351,30.33386789,32.208295,35.16132511,37.73652218,58.63071524,69.59029983,73.39264456,55.94769711,42.96769241,42.06649119,
Argentina,ARG,GDP growth (annual %),10.12539816,6.003951693,-1.026420454,2.405323781,-2.512615321,2.731159828,-2.080327844,2.818502978,-2.617396463,-2.000861003,-9.900484814,10.44181199,5.269879674,-1.611001621,
Argentina,ARG,GDP per capita (current US$),10260.13131,12704.28318,12949.71749,12963.67577,12233.14441,13679.6265,12699.96231,14532.50093,11752.79989,9955.974787,8535.59938,10738.01792,13935.68111,14187.48273,
Argentina,ARG,Government Effectiveness: Estimate,-0.111791946,-0.072361067,-0.206967011,-0.254236966,-0.111114293,-0.04947561,0.218796372,0.135085613,0.028060619,-0.120795332,-0.254261822,-0.390557259,-0.283489704,-0.377517343,
Argentina,ARG,Government Effectiveness: Percentile Rank,51.67464066,53.55450058,46.44549942,45.0236969,49.51922989,50.95238113,63.80952454,58.57143021,52.8571434,48.09523773,43.33333206,37.1428566,41.50943375,36.320755,
Argentina,ARG,Human capital index (HCI) (scale 0-1),0.588557065,,,,,,,0.611,0.617366731,,0.602144718,,,,
Argentina,ARG,"Inflation, consumer prices (annual %)",,,,,,,,,,,,,,,
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,-0.084797867,0.158993661,0.103040546,0.065314263,-0.005121871,0.008764135,0.197749898,0.162542164,0.006909812,-0.097823091,-0.071997404,0.000530059,-0.09859433,-0.127517909,
